destination,country,continent,population,cost_index,safety_index,climate,activities,style,has_beaches,has_mountains,is_urban,is_safe,is_expensive
"Sydney, Australia Variant 8",Australia,Oceania,3058116,112.37438134684139,87.71349172456605,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Sydney, Australia Variant 9",Australia,Oceania,4148044,86.61840931376878,89.56400675618426,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Amsterdam, Netherlands Variant 10",Netherlands,Europe,1213135,98.60679175692997,88.17065990755789,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,False
"Vancouver, Canada Variant 11",Canada,North America,551545,92.05220715700257,98.73089131813312,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 12",South Africa,Africa,4593140,59.2212818862281,71.55641166788543,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Sydney, Australia Variant 13",Australia,Oceania,6409641,85.47204104111654,83.01421000890961,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,False,False
"Sydney, Australia Variant 14",Australia,Oceania,6144547,106.51521991339506,84.31157164787592,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,False,True
"Orlando, USA Variant 15",USA,North America,268585,82.36875611732341,86.2446454765833,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Orlando, USA Variant 16",USA,North America,332491,104.35435785839351,73.95324197088328,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,True
"Cape Town, South Africa Variant 17",South Africa,Africa,3687330,81.26296559324147,78.86627160658524,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Sydney, Australia Variant 18",Australia,Oceania,6221188,114.0336997012519,93.48951636269514,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Amsterdam, Netherlands Variant 19",Netherlands,Europe,625477,97.96575545140762,90.31592397633793,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Orlando, USA Variant 20",USA,North America,233211,77.38350894160735,94.94904552121761,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Vancouver, Canada Variant 21",Canada,North America,875150,113.64625056823078,97.54964797940168,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Vancouver, Canada Variant 22",Canada,North America,508349,111.4053357089237,88.7221050133521,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Sydney, Australia Variant 23",Australia,Oceania,3640700,110.33925143085558,91.42672420221626,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Amsterdam, Netherlands Variant 24",Netherlands,Europe,1101909,98.7928087182265,96.04537086236641,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,False
"Vancouver, Canada Variant 25",Canada,North America,753578,106.558850841927,89.89530557153857,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Vancouver, Canada Variant 26",Canada,North America,918853,110.51155044595704,81.16809578292111,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,False,True
"Orlando, USA Variant 27",USA,North America,235004,91.71839339793532,87.76625609992392,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Orlando, USA Variant 28",USA,North America,316407,88.53963394258201,91.45188375629112,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 29",South Africa,Africa,5007973,76.14025647258481,77.6419640593386,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Amsterdam, Netherlands Variant 30",Netherlands,Europe,1146296,88.58541234568595,90.27507030691048,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,False
"Orlando, USA Variant 31",USA,North America,296497,84.38392964961837,77.18155157327287,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Sydney, Australia Variant 32",Australia,Oceania,7034824,109.80093535070105,91.7794468877716,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Orlando, USA Variant 33",USA,North America,429962,86.70552213652908,88.65935352144147,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 34",South Africa,Africa,4061251,63.30524374910857,76.37610644378915,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Sydney, Australia Variant 35",Australia,Oceania,6973134,124.494597989581,84.11848371538366,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,False,True
"Cape Town, South Africa Variant 36",South Africa,Africa,3548118,67.04081578983116,80.49688694091226,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Amsterdam, Netherlands Variant 37",Netherlands,Europe,1038907,101.22069990306049,94.64466659767704,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,True
"Amsterdam, Netherlands Variant 38",Netherlands,Europe,485044,98.86808520689203,93.45490212592983,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 39",Australia,Oceania,7640853,82.48630043432144,82.36214753095337,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,False,False
"Sydney, Australia Variant 40",Australia,Oceania,5742008,117.6877178325942,87.53928242401999,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Sydney, Australia Variant 41",Australia,Oceania,5730798,110.5459351622706,90.99451331075164,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Sydney, Australia Variant 42",Australia,Oceania,7591589,103.67649292991422,79.49986746174189,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,False,True
"Sydney, Australia Variant 43",Australia,Oceania,5148843,96.98963889879096,75.35524317649451,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,False,False
"Orlando, USA Variant 44",USA,North America,295628,90.06510436800896,88.57681973400317,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Sydney, Australia Variant 45",Australia,Oceania,7080003,109.38221997655732,88.22531274283858,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Sydney, Australia Variant 46",Australia,Oceania,3545000,119.62587190530795,90.01847835923924,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Orlando, USA Variant 47",USA,North America,353290,82.57515767461616,82.57347082316066,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Amsterdam, Netherlands Variant 48",Netherlands,Europe,822444,81.79176226121042,99.18141825397993,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Vancouver, Canada Variant 49",Canada,North America,327061,100.23079004002395,98.65433590183584,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Sydney, Australia Variant 50",Australia,Oceania,5065411,119.05941348457566,87.68416193463604,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Sydney, Australia Variant 51",Australia,Oceania,6050538,111.84172527660145,91.49887281860782,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Vancouver, Canada Variant 52",Canada,North America,895423,112.5547569831549,99.86509862607429,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Sydney, Australia Variant 53",Australia,Oceania,2932167,99.26052434391607,87.74170261920189,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Orlando, USA Variant 54",USA,North America,340436,78.69384665062474,88.11355611950134,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 55",South Africa,Africa,6402222,59.8697049038985,82.46008934680528,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Orlando, USA Variant 56",USA,North America,460509,92.88653930807484,85.37388133960984,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 57",South Africa,Africa,2439103,64.83570356112428,74.01766708285952,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Amsterdam, Netherlands Variant 58",Netherlands,Europe,1185276,92.9414056911966,84.26710826729881,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,False,False
"Vancouver, Canada Variant 59",Canada,North America,577217,94.03972594680647,85.63852632688007,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Vancouver, Canada Variant 60",Canada,North America,484194,77.97786733919989,89.68592156830245,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 61",Australia,Oceania,4389060,89.85065193690359,86.19406807592762,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Amsterdam, Netherlands Variant 62",Netherlands,Europe,1193956,80.85024128123952,81.50052860351838,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,False,False
"Cape Town, South Africa Variant 63",South Africa,Africa,2439843,75.95029465835565,72.2128847344584,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 64",Canada,North America,530866,94.68560829625224,87.75785682904592,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 65",Australia,Oceania,5648825,96.40370327547538,91.50553669595871,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Vancouver, Canada Variant 66",Canada,North America,633470,98.49800024567908,86.97972701578995,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 67",Netherlands,Europe,889050,94.1940025070324,83.83471971499621,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,False,False
"Vancouver, Canada Variant 68",Canada,North America,833100,93.83234084204753,88.82221079297798,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Orlando, USA Variant 69",USA,North America,212448,96.29914862046294,74.80284250840035,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Amsterdam, Netherlands Variant 70",Netherlands,Europe,1149344,90.85878832054455,92.02945114273913,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,False
"Cape Town, South Africa Variant 71",South Africa,Africa,6459749,67.21116605849244,79.2257898559216,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Sydney, Australia Variant 72",Australia,Oceania,5432901,121.05834825348488,88.03439405400047,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Amsterdam, Netherlands Variant 73",Netherlands,Europe,884862,90.75551296857519,93.17912619208784,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 74",Australia,Oceania,6904101,103.7348118773216,86.4560745987673,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Sydney, Australia Variant 75",Australia,Oceania,6706118,97.56616020624982,88.5008090186256,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Orlando, USA Variant 76",USA,North America,405337,107.29114768069533,85.37139622041424,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,True
"Amsterdam, Netherlands Variant 77",Netherlands,Europe,890662,82.66731173703123,91.30361697231875,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Orlando, USA Variant 78",USA,North America,381883,83.30268167511606,82.99465666538457,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Amsterdam, Netherlands Variant 79",Netherlands,Europe,598772,94.69420980496533,93.86516266912854,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Vancouver, Canada Variant 80",Canada,North America,884010,108.81783897451939,100.0,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Orlando, USA Variant 81",USA,North America,395429,86.9519591048226,88.69457735521841,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Sydney, Australia Variant 82",Australia,Oceania,7145281,94.68785705392402,92.4193832559402,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Orlando, USA Variant 83",USA,North America,161548,91.35402482483612,76.65780623048686,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Amsterdam, Netherlands Variant 84",Netherlands,Europe,674702,97.96184804731014,89.8760847857858,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 85",Netherlands,Europe,788877,87.32578999928324,83.61807633277348,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,False,False
"Orlando, USA Variant 86",USA,North America,261812,89.68941067129099,80.45158291509082,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Vancouver, Canada Variant 87",Canada,North America,912556,96.42092245620346,94.87350630832674,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 88",Australia,Oceania,3921035,99.30421791078774,94.4499378110855,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Orlando, USA Variant 89",USA,North America,391391,98.64529908540796,92.59443290726331,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Vancouver, Canada Variant 90",Canada,North America,638140,98.5973676435746,92.84353130547602,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Vancouver, Canada Variant 91",Canada,North America,565655,91.14978188287137,93.91494492370464,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 92",South Africa,Africa,5477168,71.3141934404135,72.96261414292569,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Sydney, Australia Variant 93",Australia,Oceania,5923565,100.21280437104063,94.43366179777271,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Cape Town, South Africa Variant 94",South Africa,Africa,2386403,70.5633628681212,72.43927133825933,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Amsterdam, Netherlands Variant 95",Netherlands,Europe,1285545,87.22609924141095,91.46662345166301,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,False
"Amsterdam, Netherlands Variant 96",Netherlands,Europe,1102138,97.49178671713898,83.53253383056196,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,False,False
"Sydney, Australia Variant 97",Australia,Oceania,3577611,112.21235660066961,87.56420988677147,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Sydney, Australia Variant 98",Australia,Oceania,6644088,103.25014136256542,87.76878662890124,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Vancouver, Canada Variant 99",Canada,North America,741757,102.42859479577231,92.56934700154842,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Vancouver, Canada Variant 100",Canada,North America,515371,90.67876290675946,99.82309870580374,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Orlando, USA Variant 101",USA,North America,240768,73.26515200323885,81.71657604944944,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Cape Town, South Africa Variant 102",South Africa,Africa,6338492,75.05404273430997,75.97922623505343,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Amsterdam, Netherlands Variant 103",Netherlands,Europe,987563,84.04566542705413,90.73036756568555,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 104",Netherlands,Europe,1213298,86.10759171771676,92.77650279118876,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,False
"Sydney, Australia Variant 105",Australia,Oceania,4460859,119.42668124161504,87.57971490336101,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Orlando, USA Variant 106",USA,North America,371008,79.11680512970946,78.60314752073577,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Sydney, Australia Variant 107",Australia,Oceania,7168725,103.28760300342846,90.1390145786997,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Vancouver, Canada Variant 108",Canada,North America,900037,98.2405702822156,86.26154305092166,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 109",South Africa,Africa,4105900,53.50966564650693,75.04940304914882,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 110",Canada,North America,885002,81.86384853920933,96.26904281154535,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 111",Australia,Oceania,7459959,105.66085982744214,93.49506810006503,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Orlando, USA Variant 112",USA,North America,155901,96.35446028314358,79.41290913243301,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Vancouver, Canada Variant 113",Canada,North America,766785,91.16309580419016,96.77006907923654,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 114",Netherlands,Europe,1268257,106.35620147182944,82.46853243794183,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,False,True
"Orlando, USA Variant 115",USA,North America,289136,91.47540911865329,85.38494209862446,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 116",South Africa,Africa,4033226,72.29314128434648,83.56333856419285,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Cape Town, South Africa Variant 117",South Africa,Africa,4305858,77.80342811616447,66.87601004948505,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Orlando, USA Variant 118",USA,North America,204353,91.22843438540198,79.95667999416585,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,False,False
"Orlando, USA Variant 119",USA,North America,167703,80.8761254748761,85.94233864533139,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Sydney, Australia Variant 120",Australia,Oceania,5665807,107.32492102779803,91.44361831412512,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Vancouver, Canada Variant 121",Canada,North America,668165,103.14169483332353,88.4224159037084,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,True
"Vancouver, Canada Variant 122",Canada,North America,678420,84.7190359217807,91.51440899462429,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 123",South Africa,Africa,4705985,73.22466901001746,73.88466482259629,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 124",Canada,North America,780486,95.72036861283745,90.93895515049424,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 125",Netherlands,Europe,650755,97.9298820833498,89.8880725316447,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 126",South Africa,Africa,3236460,83.68129807708867,73.21854852697608,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 127",Canada,North America,586677,90.69285299539709,91.26970057476416,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 128",Netherlands,Europe,474525,79.95124007170874,88.62991977224455,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 129",South Africa,Africa,4831289,74.86036289417638,67.26348005530818,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 130",Canada,North America,833837,94.06363811260829,98.62898323771095,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 131",South Africa,Africa,5611771,58.1569504898088,75.98663175307439,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Orlando, USA Variant 132",USA,North America,264000,91.32918641750274,89.17739610911445,Subtropical,"['Theme parks', 'Family resorts', 'Water parks']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 133",South Africa,Africa,4668660,77.50536115435305,78.4911041806774,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Cape Town, South Africa Variant 134",South Africa,Africa,3054318,68.57992386970473,71.20573934481182,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 135",Canada,North America,335575,70.1167264658701,88.70875793833076,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Sydney, Australia Variant 136",Australia,Oceania,6142847,100.58984221589597,92.23436250401349,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Cape Town, South Africa Variant 137",South Africa,Africa,3139912,70.75920534259487,66.94964276292812,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Sydney, Australia Variant 138",Australia,Oceania,2889942,110.31867982534831,96.72901633681434,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Amsterdam, Netherlands Variant 139",Netherlands,Europe,945597,106.59074064955898,86.31872630659464,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,True
"Cape Town, South Africa Variant 140",South Africa,Africa,4068872,85.96048491395555,73.21630718370486,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 141",Canada,North America,653803,85.96573583631056,88.45866130298494,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,True,False
"Amsterdam, Netherlands Variant 142",Netherlands,Europe,950695,90.61740882621439,85.30920499396636,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,False,True,False
"Cape Town, South Africa Variant 143",South Africa,Africa,5248267,67.15233022462805,71.8425763365735,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Sydney, Australia Variant 144",Australia,Oceania,4049565,108.94049597324795,87.51644588034796,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,True
"Amsterdam, Netherlands Variant 145",Netherlands,Europe,1274778,108.70409693983866,95.14728901022004,Temperate,"['Canals', 'Museums', 'Bike tours']",Family,False,False,True,True,True
"Sydney, Australia Variant 146",Australia,Oceania,3141379,97.80576074076492,89.5554014974062,Temperate,"['Beaches', 'Zoo', 'Harbor cruises']",Family,True,False,True,True,False
"Cape Town, South Africa Variant 147",South Africa,Africa,4026721,77.75155494034783,77.7652004292618,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Cape Town, South Africa Variant 148",South Africa,Africa,5022484,66.03255021005626,73.67112151772861,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Cape Town, South Africa Variant 149",South Africa,Africa,6137118,76.54676617482313,72.63367476583475,Mediterranean,"['Beaches', 'Safari', 'Table Mountain']",Family,True,False,True,False,False
"Vancouver, Canada Variant 150",Canada,North America,638880,101.72943204495039,83.17702045361476,Temperate,"['Outdoor activities', 'Aquariums', 'Family tours']",Family,False,False,False,False,True
